57;ENERO 2024;2982FHI;CHASIS CABINADO (CAMION CHASIS ESTACA);CUSTODIA;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;NO OPERABLE ;;10;23937.4;0;0;30;1246;0
58;ENERO 2024;2995SFD;AMBULANCIA;CUSTODIA;LINEA RECTA  VSIAF (ExECE-ExICE);AUTOMOTOR;JINGUAN (SHENG LU);NO OPERABLE ;;17;10960.52;0;0;30;393;0
59;ENERO 2024;2921EXS;VAGONETA ;CUSTODIA;LINEA RECTA  VSIAF (ExECE-ExICE);AUTOMOTOR;GREAT WALL HAVAL GWM;NO OPERABLE ;;23;10171.71;0;0;30;452;0
60;ENERO 2024;EB 71-0017;GENERADOR (400KW);CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;BAIFA;NO OPERABLE ;;9;5613.43;0;0;0;0;0
61;ENERO 2024;EB 48-0024;DRILL DE PERFORACION;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;JK;NO OPERABLE ;;12;6327.84;0;0;0;0;0
62;ENERO 2024;EB 48-0022;DRILL DE PERFORACION;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;JK;NO OPERABLE ;;2;4489.76;0;0;0;0;0
63;ENERO 2024;EB 52-0003;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;2;4214.59;0;0;0;0;0
64;ENERO 2024;EB 43-0012;PALA CARGADORA;CUSTODIA;HRS. 64 EQUIPOS (ExECE-ExICE);MAQUINARIA;CATERPILLAR;NO OPERABLE ;;22;12659.25;0;0;0;0;0
65;ENERO 2024;EB 43-0026;PALA CARGADORA;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;KOMATSU;NO OPERABLE ;;27;0;0;0;0;0;0
66;ENERO 2024;EB 43-0021;PALA CARGADORA;CUSTODIA;HRS. 64 EQUIPOS (ExECE-ExICE);MAQUINARIA;KOMATSU;NO OPERABLE ;;13;0;0;0;0;0;0
67;ENERO 2024;EB 49-0006;VIBROCOMPACTADORA TANDEM;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;24;0;982502.68;982502.68;0;0;0
68;ENERO 2024;EB 47-0007;VIBROCOMPACTADORA;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;17;28260.28;0;989402.34;0;0;0
69;ENERO 2024;EB 52-0022;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;7;13220.46;0;0;0;0;0
70;ENERO 2024;EB 52-0011;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;18;11075.24;0;0;0;0;0
71;ENERO 2024;EB 52-0007;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;29;0;0;0;0;0;0
72;ENERO 2024;2540RZK;CAMIONETA;PROCESO LEGAL;LINEA RECTA  VSIAF (ExECE-ExICE);AUTOMOTOR;NISSAN;SE DESCONOCE;;14;14490.32;0;0;0;0;0
73;ENERO 2024;EB 52-0015;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;30;7204.48;0;0;0;0;0
74;ENERO 2024;EB 52-0005;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;0;10625.17;0;0;0;0;0
75;ENERO 2024;EB 52-0006;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;22;0;0;0;0;0;0
76;ENERO 2024;EB 52-0016;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;15;10312.75;0;0;0;0;0
77;ENERO 2024;EB 52-0017;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;11;4585.02;0;0;0;0;0
78;ENERO 2024;EB 52-0019;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;15;1280.53;0;0;0;0;0
79;ENERO 2024;EB 52-0023;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;0;16391;0;0;0;0;0
